id	reads	len	cov
SRR5946986_C420527	498	2981	16.70
SRR413617_C875888	914	5468	16.71
SRR5946765_C364240	827	4948	16.71
SRR413607_C871744	327	1955	16.72
SRR413695_C658854	278	1662	16.72
SRR5936214_C421623	1108	6625	16.72
SRS015217_WUGC_scaffold_34019	239	1429	16.72
SRR5936097_C825398	824	4923	16.73
SRS047044_WUGC_scaffold_29536	8953	53511	16.73
C3343069	150	896	16.74
SRR5946986_C417937	311	1857	16.74
SRR5950761_C403581	1218	7274	16.74
SRR5935937_C343259	897	5354	16.75
SRR5950490_C341989	2475	14759	16.76
SRR5950548_C300824	308	1837	16.76
C1673591	562	3350	16.77
SRR5950781_C536077	372	2217	16.77
SRS054956_LANL_scaffold_12271	6504	38779	16.77
SRR5946706_C483711	715	4259	16.78
SRS017247_LANL_scaffold_14288	639	3808	16.78
SRR5936001_C578404	2107	12544	16.79
SRR5950626_C250980	678	4038	16.79
SRR5936025_C551322	462	2749	16.80
SRS062427_LANL_scaffold_15663	592	3521	16.81
C1791883	124	737	16.82
SRR5946626_C1035976	951	5652	16.82
SRR5946712_C514180	669	3976	16.82
SRR5950620_C420238	332	1973	16.82
SRR5936133_C372377	1152	6844	16.83
SRR5946820_C498101	991	5886	16.83
SRR5935748_C612121	393	2333	16.84
SRR5935925_C710559	938	5567	16.84
SRR5946912_C124457	768	4558	16.84
SRR5946841_C449100	750	4449	16.85
SRR413712_scaffold32699	326	1933	16.86
SRR5936074_C463044	276	1637	16.86
SRR5946756_C545070	1304	7730	16.86
SRR5950680_C545415	515	3053	16.86
SRR5946979_C568358	1416	8392	16.87
SRR5935826_C263121	1422	8420	16.88
SRR5946803_C455920	1010	5983	16.88
SRR5950610_C193984	309	1829	16.89
SRS049164_WUGC_scaffold_95371	574	3398	16.89
SRS058770_LANL_scaffold_32378	448	2652	16.89
SRR5946683_C623818	1137	6718	16.92
SRR5947001_C249778	991	5855	16.92
SRR5946689_C501234	219	1293	16.93
C2755665	3112	18361	16.94
SRS053335_LANL_scaffold_29839	302	1782	16.94
SRS047044_WUGC_scaffold_29602	2060	12147	16.95
SRR5946681_C510084	2182	12859	16.96
SRR5946683_C612278	281	1656	16.96
SRR5950513_C382952	383	2258	16.96
SRR413703_C240295	757	4459	16.97
SRR5935808_C388861	1983	11682	16.97
SRR5950779_C394132	977	5756	16.97
SRR5947019_C563981	1146	6749	16.98
C1989315	300	1765	16.99
SRR5946820_C486429	225	1324	16.99
SRR5947077_C518786	652	3836	16.99
C3606126	183	1076	17.00
SRR5936206_C445924	1033	6076	17.00
SRR5950756_C504870	520	3058	17.00
SRR5935879_C601954	972	5709	17.02
SRR5946876_C1240727	568	3336	17.02
C1839636	109	640	17.03
SRR5950495_C306860	3346	19637	17.03
SRS022137_WUGC_scaffold_30163	1818	10673	17.03
SRR5946856_C566275	539	3163	17.04
SRS050422_LANL_scaffold_95410	852	4998	17.04
SRS051031_LANL_scaffold_73040	1430	8391	17.04
SRR413585_scaffold14887	608	3563	17.06
SRR5946802_C303290	1576	9230	17.07
SRR5946868_C420776	582	3409	17.07
SRR5946893_C611077	459	2687	17.08
SRR5946943_C326415	103	603	17.08
SRR5962887_C349043	699	4092	17.08
SRR5936205_C258911	1072	6270	17.09
SRR5946833_C374159	1638	9576	17.10
SRR5936164_C348393	277	1618	17.11
C1595246	282	1646	17.13
SRR413558_C736661	687	4010	17.13
SRR5946908_C451674	1478	8627	17.13
SRR413664_C780131	2012	11732	17.14
SRR5946924_C663354	2514	14665	17.14
SRR5950789_C726778	526	3068	17.14
SRR5950487_C556438	1257	7327	17.15
SRR5935895_C561243	2383	13876	17.17
SRR5936162_C561906	551	3209	17.17
SRR5936023_C632552	316	1839	17.18
SRR5950576_C297126	363	2112	17.18
SRR5936013_C762465	506	2941	17.20
SRR5946760_C1044952	1163	6761	17.20
SRR5962893_C440260	1741	10121	17.20
SRR5936196_C247403	2438	14151	17.22
SRS049959_WUGC_scaffold_56260	295	1712	17.23
SRR5950777_C365020	4638	26900	17.24
SRR5935786_C455452	199	1153	17.25
SRR5935798_C835001	772	4474	17.25
SRR5947081_C561345	229	1326	17.26
SRR5950486_C229550	2964	17171	17.26
SRS049995_LANL_scaffold_39136	632	3661	17.26
SRR5950551_C419086	1461	8456	17.27
C469590	1203	6960	17.28
SRR5946893_C605567	246	1423	17.28
SRR5950502_C381576	742	4293	17.28
SRR413753_C642968	160	925	17.29
C2260715	113	653	17.30
SRS019582_WUGC_scaffold_92118	1196	6912	17.30
SRR341682_C611387	962	5556	17.31
SRR5936035_C484196	1539	8886	17.31
SRR5946807_C684028	418	2414	17.31
SRR5947078_C906004	2007	11591	17.31
SRR5935761_C306580	1949	11250	17.32
SRR5935848_C856780	998	5761	17.32
SRR5946640_C439629	1615	9323	17.32
SRS049164_WUGC_scaffold_93734	623	3593	17.33
SRR413616_scaffold21593	539	3108	17.34
SRR5946750_C558370	4253	24519	17.34
SRR5946892_C413175	1125	6487	17.34
SRR5946884_C517298	2914	16793	17.35
SRS017521_Baylor_scaffold_50794	799	4603	17.35
SRS054956_LANL_scaffold_45718	2709	15613	17.35
C3502537	1389	7997	17.36
SRR5947037_C333076	6213	35777	17.36
SRR413678_C1663228	911	5243	17.37
SRR5950518_C455764	630	3625	17.37
SRS047044_WUGC_scaffold_28876	1009	5808	17.37
SRR5950629_C430364	1296	7456	17.38
SRR341711_C885670	232	1333	17.40
SRR5935924_C336869	4678	26871	17.40
SRR5946626_C1036362	1267	7279	17.40
C3891855	398	2286	17.41
SRR5947063_C340459	644	3697	17.41
SRR5935929_C448202	978	5613	17.42
C2524261	1309	7507	17.43
C2753125	639	3666	17.43
SRR5935765_C566509	577	3310	17.43
SRR5936081_C425786	3120	17893	17.43
SRR5950506_C373521	673	3859	17.43
SRR5936188_C230046	764	4379	17.44
SRR5946737_C283689	2967	17006	17.44
SRR5946904_C292881	353	2022	17.45
SRR5950488_C376446	1059	6062	17.46
SRR5935889_C596973	753	4308	17.47
SRR5946608_C633910	2812	16094	17.47
SRS014923_WUGC_scaffold_15552	1734	9917	17.48
SRR5936003_C361060	664	3795	17.49
SRR5936216_C280374	4458	25488	17.49
SRR5946831_C636618	805	4598	17.50
SRR413682_C672752	3466	19789	17.51
SRR413696_C892220	898	5124	17.52
SRR5936037_C591450	441	2516	17.52
SRR5936073_C342589	1977	11276	17.53
SRR5936106_C590482	516	2943	17.53
SRR5935970_C914399	1530	8721	17.54
SRR5936148_C399660	2005	11431	17.54
SRR5946916_C145791	861	4908	17.54
SRR5950502_C378486	370	2107	17.56
SRR5946817_C688855	1032	5872	17.57
SRR5935771_C725588	592	3366	17.58
SRR5950645_C316598	1296	7369	17.58
SRR5950680_C552527	1625	9239	17.58
SRR5950686_C721148	340	1933	17.58
SRS022621_Baylor_scaffold_31593	427	2428	17.58
SRR5936116_C160700	2588	14710	17.59
SRR5946798_C433680	520	2956	17.59
SRR5946681_C508400	570	3238	17.60
C3659695	415	2356	17.61
SRR5950609_C670760	1293	7336	17.62
SRR5950693_C759198	277	1572	17.62
SRR5950692_C412763	1107	6278	17.63
SRR5946607_C358174	1774	10050	17.65
SRR5950562_C328684	639	3619	17.65
SRS014923_WUGC_scaffold_51758	807	4572	17.65
SRS023914_Baylor_scaffold_31885	291	1648	17.65
SRR5935798_C833979	643	3639	17.66
SRR5946986_C422767	1258	7120	17.66
SRR5950594_C467519	631	3572	17.66
C2631779	340	1922	17.68
SRR413738_C605936	423	2392	17.68
SRR5946704_C666842	502	2839	17.68
SRR5946846_C683965	189	1069	17.68
SRR5962905_C174607	526	2975	17.68
SRS023914_Baylor_scaffold_34958	1167	6588	17.71
SRR5946993_C668139	2314	13057	17.72
SRR413770_C547672	1442	8127	17.74
SRS019397_WUGC_scaffold_24605	1600	9017	17.74
C3121827	311	1752	17.75
SRR5946895_C308168	544	3064	17.75
SRR5935979_C255934	1294	7283	17.76
SRR5950700_C795022	551	3101	17.76
SRS063985_LANL_scaffold_8871	2505	14101	17.76
SRR413653_C841734	1974	11103	17.77
SRR5946692_C822235	2046	11498	17.79
C2370038	406	2280	17.80
C4249812	447	2510	17.80
SRR5946688_C599119	636	3569	17.82
SRR5946948_C424497	409	2295	17.82
SRS022609_Baylor_scaffold_51054	630	3533	17.83
SRR5950767_C956254	623	3492	17.84
SRR5936032_C239474	357	2000	17.85
SRR5946994_C247805	1366	7651	17.85
SRR5950781_C539863	774	4335	17.85
SRS016018_WUGC_scaffold_22555	831	4653	17.85
SRR5936007_C747564	290	1623	17.86
SRR5936013_C767461	4300	24075	17.86
SRR5936015_C576546	675	3778	17.86
SRR5946977_C173292	2391	13380	17.86
SRR5946798_C427236	280	1566	17.87
SRR5950745_C621652	2009	11241	17.87
SRR5946791_C955487	1409	7879	17.88
SRR5946942_C579295	555	3104	17.88
SRR5946984_C271906	339	1895	17.88
SRR413731_C702585	491	2744	17.89
SRR5946802_C294974	270	1509	17.89
SRR5935818_C404580	5128	28639	17.90
SRS013951_WUGC_scaffold_60177	392	2189	17.90
SRR5935765_C565855	487	2719	17.91
SRR413762_scaffold4903	801	4469	17.92
SRR5950673_C661664	1591	8875	17.92
SRR5936014_C464316	735	4099	17.93
SRR5946768_C378929	5926	33028	17.94
SRR5950611_C809763	2552	14212	17.95
SRS014459_WUGC_scaffold_79015	348	1938	17.95
SRR5946613_C565366	729	4056	17.97
SRR5950502_C379598	458	2548	17.97
SRR5936090_C424401	820	4560	17.98
SRR5950760_C409898	660	3670	17.98
C3455724	265	1473	17.99
SRR5935964_C698238	3782	21005	18.00
SRR5935819_C362520	347	1926	18.01
SRR5946652_C599536	644	3574	18.01
SRR5946789_C399965	376	2087	18.01
SRR5946791_C942933	254	1410	18.01
SRR5950781_C542411	2319	12871	18.01
SRS058770_LANL_scaffold_34908	389	2158	18.02
SRR5936070_C332349	534	2959	18.04
SRS064276_LANL_scaffold_54249	1414	7835	18.04
SRR5946639_C710610	226	1252	18.05
SRR5935815_C427686	1148	6351	18.07
SRR5946953_C511194	1952	10795	18.08
SRR5936231_C758113	1674	9252	18.09
SRR413751_scaffold51482	553	3055	18.10
SRR5950744_C402569	1540	8505	18.10
SRR5946784_C400825	1430	7895	18.11
SRR341665_scaffold38538	633	3492	18.12
SRR5936037_C592244	509	2809	18.12
SRR5936127_C271597	2237	12339	18.12
SRR5935803_C771874	262	1445	18.13
SRR5936171_C675405	1490	8212	18.14
SRR5950669_C219087	176	970	18.14
SRR5950608_C255121	1009	5558	18.15
SRS016541_Baylor_scaffold_36309	2722	14981	18.16
C2340925	210	1155	18.18
SRR5936120_C416124	684	3762	18.18
C3208546	1164	6398	18.19
SRR5936218_C189642	1288	7080	18.19
SRR5947055_C369765	3092	16998	18.19
SRR5962907_C345867	991	5448	18.19
SRR5936144_C192438	1423	7816	18.20
SRR5946625_C569827	858	4712	18.20
SRR5947088_C249930	658	3614	18.20
SRR341613_C265068	371	2035	18.23
SRR5946835_C437348	356	1950	18.25
SRS050422_LANL_scaffold_29917	486	2662	18.25
SRR5947027_C520014	1722	9427	18.26
SRS047044_WUGC_scaffold_14262	586	3209	18.26
SRR5947049_C186092	570	3119	18.27
SRR5950770_C470174	2309	12632	18.27
SRR341704_C801219	2466	13484	18.28
SRR413671_C951011	1816	9922	18.30
SRR5950643_C355995	1563	8538	18.30
SRR5935753_C470853	2740	14964	18.31
C2837119	261	1424	18.32
SRR5950784_C560098	1257	6859	18.32
SRR5936189_C513749	2426	13234	18.33
SRS019787_WUGC_scaffold_25006	1673	9123	18.33
SRR5936192_C287733	2231	12163	18.34
SRR5935836_C175127	1255	6832	18.36
SRS047044_WUGC_scaffold_25117	1327	7221	18.37
SRR341620_C845942	251	1365	18.38
SRR5946823_C714195	1189	6466	18.38
SRR5950551_C420082	3308	17997	18.38
SRR5935958_C392037	757	4113	18.40
SRR5935994_C435782	2419	13141	18.40
C1746428	2575	13982	18.41
SRR5935983_C564470	258	1401	18.41
SRS022137_WUGC_scaffold_28203	11866	64405	18.42
SRR5935797_C303817	491	2664	18.43
SRS018817_WUGC_scaffold_11227	1275	6911	18.44
C2288556	181	981	18.45
SRR5947023_C290363	5209	28208	18.46
SRR5935957_C634131	1172	6339	18.48
SRR5950543_C299195	1519	8217	18.48
SRR5936200_C209293	1561	8439	18.49
SRR5936142_C501920	696	3762	18.50
SRR5946866_C459610	679	3670	18.50
SRR5950600_C539317	876	4734	18.50
SRS047044_WUGC_scaffold_30551	4137	22352	18.50
SRR5935929_C449410	3283	17735	18.51
SRR5935843_C529868	669	3612	18.52
SRR5947004_C673949	816	4404	18.52
SRS019161_WUGC_scaffold_12222	2716	14656	18.53
C1845706	302	1626	18.57
SRR5950598_C833587	167	899	18.57
SRR5950734_C373719	2579	13882	18.57
SRS064557_LANL_scaffold_18750	1133	6099	18.57
C2064648	688	3701	18.58
SRR5946737_C277665	385	2072	18.58
SRS057478_LANL_scaffold_22759	4608	24792	18.58
SRR5936212_C567725	818	4399	18.59
SRR5946706_C485749	2918	15690	18.59
SRR5936002_C413580	756	4064	18.60
SRR413679_C1075807	909	4881	18.62
SRR5946835_C439192	593	3184	18.62
SRR5950627_C275265	1336	7174	18.62
SRR5936195_C763244	240	1288	18.63
SRR5946852_C539575	1156	6204	18.63
SRR5946921_C976613	1299	6970	18.63
SRR5946945_C465084	1155	6198	18.63
SRS013687_Baylor_scaffold_7070	901	4836	18.63
SRR5946969_C944008	476	2552	18.65
SRR5946975_C642885	670	3589	18.66
SRR5936192_C273493	211	1130	18.67
SRR5947001_C250464	1597	8550	18.67
SRR5935808_C389261	6797	36355	18.69
SRR413584_scaffold40764	108	577	18.71
SRR413715_C626832	4327	23120	18.71
SRR5946880_C793106	505	2698	18.71
SRR5950723_C610959	429	2292	18.71
SRR5962895_C300171	797	4259	18.71
SRR341704_C801605	4750	25355	18.73
SRR5946887_C429390	2570	13721	18.73
SRR5935862_C485858	888	4738	18.74
SRR5936128_C320084	913	4870	18.74
SRR5946793_C549604	2272	12119	18.74
C4121462	138	736	18.75
SRS014923_WUGC_scaffold_58955	922	4916	18.75
SRR5935748_C616953	1539	8203	18.76
SRR5935877_C605328	2764	14726	18.76
SRR5936035_C470156	280	1492	18.76
SRR5936231_C758459	4840	25792	18.76
SRR5946838_C423524	7918	42206	18.76
SRR5950759_C540658	398	2121	18.76
SRR5936107_C447870	221	1177	18.77
SRR5950783_C448361	349	1859	18.77
SRR413700_C779828	1188	6325	18.78
SRR5936173_C253343	532	2829	18.80
SRR5946928_C638573	541	2876	18.81
SRS047014_WUGC_scaffold_21982	1132	6016	18.81
SRR341671_C707693	505	2682	18.82
SRR5947045_C565903	1766	9381	18.82
SRR5946764_C247996	1963	10412	18.85
SRR5947082_C686175	892	4730	18.85
SRS054956_LANL_scaffold_43605	564	2991	18.85
SRR5950532_C771822	657	3483	18.86
C1040292	572	3030	18.87
SRR5935804_C793213	3941	20883	18.87
SRR5946979_C563366	458	2427	18.87
SRR5935922_C440817	856	4532	18.88
SRR5936085_C354034	281	1488	18.88
SRR5947088_C253214	3473	18388	18.88
SRR341709_scaffold63995	2321	12281	18.89
C2347765	3799	20080	18.91
SRR5946818_C920142	427	2258	18.91
SRR5950541_C526702	198	1047	18.91
SRR5935961_C230152	897	4739	18.92
SRR5946932_C309092	3223	17029	18.92
SRS077730_LANL_scaffold_21730	594	3138	18.92
SRR413722_C1033404	2541	13420	18.93
SRR413741_C314990	210	1109	18.93
SRR5946915_C271645	1308	6907	18.93
SRR5936043_C538582	4721	24923	18.94
SRR5950781_C537587	514	2713	18.94
SRR5935908_C305559	7617	40181	18.95
SRR5946971_C896079	1299	6851	18.96
SRS022137_WUGC_scaffold_1340	5630	29688	18.96
SRR5935786_C467546	1686	8885	18.97
SRR5936143_C689930	919	4843	18.97
SRR413644_C893728	1107	5832	18.98
SRR413751_scaffold55	282	1485	18.98
SRR5935841_C219237	405	2133	18.98
SRR5950667_C426328	1758	9255	18.99
SRR341722_C557489	3727	19614	19.00
SRR5946754_C199238	1801	9476	19.00
SRS050752_LANL_scaffold_46681	439	2310	19.00
SRR5950554_C467687	2775	14590	19.01
SRR5946731_C443302	435	2284	19.04
SRR5950603_C609532	258	1355	19.04
SRR5935803_C779748	957	5022	19.05
SRS022609_Baylor_scaffold_29762	8187	42968	19.05
SRR5946872_C573151	946	4962	19.06
SRR5936002_C414530	1167	6112	19.09
SRR5946838_C419508	517	2707	19.09
SRR5950759_C539450	329	1721	19.11
SRR5935924_C333163	682	3566	19.12
SRS016095_WUGC_scaffold_28545	331	1731	19.12
SRR413586_scaffold48794	706	3689	19.13
SRR413597_scaffold25200	445	2326	19.13
SRR413664_C766889	253	1322	19.13
SRS055982_Baylor_scaffold_18092	7992	41759	19.13
SRR5935846_C286559	2635	13765	19.14
SRR5936133_C369937	513	2679	19.14
SRR5946703_C487237	799	4173	19.14
SRR5950661_C396131	224	1170	19.14
SRR413727_C1276005	1060	5534	19.15
SRS016335_WUGC_scaffold_44960	469	2447	19.16
SRR5936108_C362726	2202	11480	19.18
SRR5962905_C175583	829	4319	19.19
SRR5962907_C336749	214	1115	19.19
SRR5935800_C379630	5146	26801	19.20
SRR5947052_C496860	1312	6832	19.20
C1111698	854	4445	19.21
SRR413695_C674007	1590	8270	19.22
SRR5935852_C300264	2322	12079	19.22
SRR5935919_C425382	1408	7324	19.22
SRR5946639_C722678	488	2539	19.22
SRR5946925_C560603	601	3124	19.23
SRR5950696_C429834	889	4622	19.23
SRS022609_Baylor_scaffold_16138	188	977	19.24
SRR5935977_C356034	793	4117	19.26
SRR5936114_C488599	779	4044	19.26
SRR5950535_C437047	1835	9521	19.27
SRR5950600_C540211	1731	8978	19.28
SRS015217_WUGC_scaffold_34622	2035	10548	19.29
SRR5946678_C483301	1726	8939	19.30
SRR5946969_C946798	683	3538	19.30
SRR5947052_C497778	3597	18631	19.30
SRR5936046_C419416	318	1646	19.31
SRR5946743_C420758	1753	9074	19.31
SRR5950503_C600557	8356	43255	19.31
SRS056519_LANL_scaffold_34257	1100	5695	19.31
SRR413702_scaffold63947	684	3540	19.32
SRR5946740_C385944	3561	18424	19.32
C2720345	256	1324	19.33
SRR5946836_C357608	894	4624	19.33
SRR5946993_C668143	2532	13087	19.34
SRR413649_C408345	1708	8825	19.35
SRR5935915_C409390	2148	11098	19.35
SRR5946690_C482678	2044	10563	19.35
SRR5936143_C690042	969	5004	19.36
SRR5946698_C517722	1663	8586	19.36
SRR5950667_C427130	2919	15067	19.37
SRR5936132_C893976	850	4383	19.39
SRS022137_WUGC_scaffold_40926	1807	9318	19.39
SRR5946979_C564482	563	2900	19.41
SRS051031_LANL_scaffold_22604	854	4398	19.41
SRS014459_WUGC_scaffold_31762	12429	63984	19.42
SRR5946843_C625815	1724	8872	19.43
SRR5936230_C611551	406	2088	19.44
SRR5946925_C563009	1704	8763	19.44
SRR5950652_C471965	944	4855	19.44
SRR413645_C449732	3033	15592	19.45
SRR5936007_C749726	449	2308	19.45
SRR5946772_C274616	1638	8418	19.45
SRR5936022_C325342	1244	6391	19.46
SRR5936095_C831625	4262	21900	19.46
SRR5946894_C285971	2619	13456	19.46
SRR413612_C1269755	1280	6574	19.47
SRR5946811_C557429	3985	20462	19.47
SRR5950502_C382876	1368	7026	19.47
SRR5950752_C614557	1053	5408	19.47
SRS011239_Baylor_scaffold_29381	502	2578	19.47
SRS050925_LANL_scaffold_73651	1299	6671	19.47
SRR5946879_C272463	1108	5678	19.51
SRR341710_scaffold49800	858	4391	19.53
SRR5935913_C252673	1298	6640	19.54
SRR5950770_C463396	467	2389	19.54
SRR5935799_C703273	915	4678	19.55
SRS053214_LANL_scaffold_22744	2395	12245	19.55
SRR5935784_C492985	4039	20649	19.56
SRR5946839_C314206	2505	12806	19.56
SRR5935877_C605526	5265	26894	19.57
SRR5946701_C332771	2789	14250	19.57
SRR341676_scaffold48051	804	4106	19.58
SRR5950603_C621300	866	4421	19.58
SRR5946975_C640317	510	2603	19.59
SRR5950785_C287988	942	4808	19.59
SRS022725_LANL_scaffold_123	1764	9002	19.59
C5165010	430	2193	19.60
SRR413612_C1271607	2834	14458	19.60
SRR5946680_C269913	876	4466	19.61
SRR5947059_C448843	210	1070	19.62
SRR5950514_C490116	5533	28188	19.62
SRR5936114_C482453	348	1772	19.63
SRS024132_Baylor_scaffold_35882	394	2007	19.63
SRR5935961_C230668	2250	11452	19.64
SRR5936174_C453717	583	2968	19.64
SRR5950507_C455502	1979	10075	19.64
C3431469	215	1094	19.65
SRR5936081_C424534	1122	5708	19.65
SRS042984_LANL_scaffold_74188	719	3655	19.67
SRR5950642_C377811	1829	9289	19.68
C1728022	412	2092	19.69
SRR5950490_C340587	934	4742	19.69
SRR5936122_C265766	2828	14353	19.70
C3160495	613	3109	19.71
SRR5935968_C593982	440	2231	19.72
SRR5946661_C180331	510	2585	19.72
SRR5950641_C363719	989	5014	19.72
C4025516	1805	9144	19.73
SRR5946659_C376196	2729	13828	19.73
C3035333	170	860	19.76
SRR5946803_C455606	994	5030	19.76
SRR5946931_C471548	902	4564	19.76
SRR5946938_C329826	249	1260	19.76
SRR5936059_C308986	755	3818	19.77
SRR5950664_C452626	1168	5905	19.77
SRR413578_C573638	1684	8513	19.78
C2578930	377	1905	19.79
C2817486	413	2086	19.79
SRR5946909_C273561	2986	15086	19.79
SRR5950577_C536084	2093	10571	19.79
SRS065504_LANL_scaffold_56625	479	2419	19.80
SRR5947052_C497728	3135	15822	19.81
C2346318	3043	15330	19.84
SRR5935886_C641646	578	2913	19.84
SRR5946911_C439842	868	4373	19.84
SRR5950724_C236326	5242	26419	19.84
SRR5947096_C440668	550	2770	19.85
SRR5950522_C735103	3031	15263	19.85
SRR413679_C1077854	1336	6725	19.86
SRR5935969_C498915	484	2437	19.86
SRR5935790_C547417	2680	13486	19.87
SRS015065_WUGC_scaffold_42108	729	3668	19.87
C2492782	909	4568	19.89
SRR341589_scaffold44130	237	1191	19.89
SRR5935934_C519370	1162	5836	19.91
SRR5947025_C356281	959	4816	19.91
SRR5947074_C349829	387	1943	19.91
SRR5935869_C645601	382	1917	19.92
SRR5936167_C406949	7264	36416	19.94
SRR5946909_C273447	2145	10748	19.95
SRR5950784_C557836	693	3471	19.96
SRS050299_LANL_scaffold_23470	1278	6401	19.96
C3424173	736	3684	19.97
SRR5935768_C773205	709	3550	19.97
SRS024625_LANL_scaffold_25347	1294	6477	19.97
SRR5935782_C260669	1097	5489	19.98
SRR413579_scaffold52531	906	4528	20.00
SRR5935758_C410402	249	1245	20.00
SRR5950662_C757271	378	1890	20.00
SRR5946776_C1071388	925	4622	20.01
SRR5935909_C522923	2407	12019	20.02
SRR5936069_C173476	2174	10839	20.05
SRR5947006_C606180	1701	8481	20.05
SRR5936227_C491871	491	2447	20.06
SRR5950644_C407875	4945	24642	20.06
SRR5946844_C262175	4009	19966	20.07
SRR341658_C824876	1083	5391	20.08
SRR5935748_C617159	1944	9678	20.08
C3236958	1527	7598	20.09
SRR341640_scaffold36101	1249	6208	20.11
SRR5946946_C465671	4120	20485	20.11
SRR5950681_C357529	937	4656	20.12
SRS058770_LANL_scaffold_24560	5552	27591	20.12
SRR5935804_C793029	2871	14258	20.13
SRR5935843_C533274	2123	10542	20.13
SRR5935816_C353458	345	1713	20.14
SRS016541_Baylor_scaffold_35834	1393	6914	20.14
SRS020328_Baylor_scaffold_32060	868	4308	20.14
SRS065504_LANL_scaffold_50576	734	3643	20.14
SRR5935756_C564412	304	1508	20.15
C3337660	493	2445	20.16
SRR5947071_C466394	302	1498	20.16
SRR5947104_C504243	764	3788	20.16
SRR5935826_C263925	5401	26772	20.17
SRS077736_LANL_scaffold_23623	740	3668	20.17
SRR5936117_C351920	2096	10384	20.18
SRR5935979_C254910	1091	5396	20.21
SRS014979_WUGC_scaffold_31532	1501	7427	20.21
SRR5950702_C575529	6191	30609	20.22
SRS023526_Baylor_scaffold_34276	566	2798	20.22
SRR5946830_C500647	468	2313	20.23
SRR5946962_C341962	3951	19526	20.23
SRR5935779_C317356	1282	6322	20.27
SRR5947092_C433257	1682	8297	20.27
SRR5936210_C438554	3762	18549	20.28
SRR5946646_C445720	2071	10207	20.28
SRR5946843_C624751	1168	5758	20.28
SRR341611_C338520	362	1783	20.30
SRR5935797_C306773	2454	12086	20.30
SRR5935873_C408552	2456	12087	20.31
C4208996	279	1373	20.32
SRR5946710_C329666	2443	12018	20.32
SRR5935900_C341999	5724	28145	20.33
SRR5946713_C384044	432	2124	20.33
SRR5936216_C279206	1409	6927	20.34
SRR413561_C702526	306	1503	20.35
SRS047014_WUGC_scaffold_80697	649	3189	20.35
SRS063985_LANL_scaffold_23055	894	4391	20.35
SRR5946623_C622666	188	923	20.36
C1587581	722	3543	20.37
SRR5962892_C455734	373	1831	20.37
SRS011271_WUGC_scaffold_33432	408	2001	20.38
SRR5946760_C1017212	162	794	20.40
SRR5935850_C433312	882	4320	20.41
SRR5935890_C494038	893	4373	20.42
SRR5950697_C318120	1043	5107	20.42
