Head_gene_symbol	Head_gene_breakpoint	Tail_gene_symbol	Tail_gene_breakpoint
JA040725	15887	RPL6	112842993
JA040725	15887	RPS15A	18794289
JA040725	15887	RPS18	33243573
JA040725	15887	RPS3	75115063
JA040725	15887	RPS6KA1	26880704
JA040725	15887	RSRC2	122989189
JA040725	15887	SGCE	94214535
JA040725	15887	SLC38A2	46751970
JA040725	15887	SND1	127731888
JA040725	15887	SNRPA1	101821714
JA040725	15887	SZT2	43905028
JA040725	15887	TMBIM6	50152165
JA040725	15887	TMC8	76134654
JA040725	15887	TMEM91	41889465
JA040725	15887	UBTF	42282400
KCNQ5	73900296	MDN1	90356259
KCNQ5	73900295	MDN1	90356258
KIAA1267	44270165	ARL17A	44630121
KIAA1267	44270165	ARL17B	44412267
KLRK1	10541474	KLRC4	10560235
KPNA2	66036793	NPM1	170814858
LOC100132247	21868926	NPIP,LOC339047	18451950
LOC100132247	21868926	NPIP,PKD1P1	16429717
LOC100233209	47610225	ACACA	35441926
LOC100286793	143744586	BC065231	145004780
LOC283875	3044273	MSL1	38291877
LOC440434	36351940	DHX40P1	58096306
LOC613037	30257121	NPIP,LOC339047	18451950
LOC613037	30257121	NPIP,PKD1P1	16429717
LOC728855	144340772	BC065231	145004780
LUC7L3	48823086	MTND2P28	565885
MAP4K1	39108642	OK/SW-cl.16	7586
MDN1	90529441	KCNQ5	73900295
MIR1204	128808254	PVT1	128867401
MROH9	170936237	RP1-45C12.1	171137242
MTND5	14148	AD_1	10059
MTND5	14148	TVAS5	1755
NAIP	70282272	OCLN	68830520
NCL	232326275	PTMA	232577226
NPIP	15035796	LOC613037	30234349
NPIP	15035796	NPIPL3	29497000
NPIP	15044112	PDXDC2P	70011486
OCLN	68830521	NAIP	70275696
PARL	183580484	RP1-95L4.4	143663891
PDDC1	767932	GDPD1	57351809
PDXDC2P	70099850	LOC100132247	22535140
PDXDC2P	70099850	LOC613037	30234349
PDXDC2P	70099850	NPIPL3	29497000
PLA2G10	14782128	RUNDC2C	29376380
PMS2P3	75145043	PRKRIP1	102038067
PRR13	53837557	PCBP2	53848510
PTPN11	112944797	NPM1	170819946
PVT1	128806979	abParts	89156873
RPL23A	27051011	PAX4	127250597
RPL38	72200295	RP5-857K21.7	568761
RPL3	39710141	SPDYE7P	72335962
RPL41	56510430	RBFOX2	36236239
RPS24	79796978	DDX39	14523969
RPS9	54705027	MTND2P28	565904
RRM2	10269281	C2orf48	10281981
RUNDC2C	29376379	PLA2G10	14766404
SACS	23915671	MIPEP	24438327
SEC11A	85214012	MTND2P28	565025
SERF1B	70197759	SMN2,SMN1	69359241
SMA4	69697494	GTF2H2C,GTF2H2D	68860926
SNRPB	2448404	ZNF343	2473345
SUZ12P	29061915	LPHN1	14316797
TAS2R20	11148924	PRR4,PRH1	11199619
TCL6	96137824	TCL1B	96157073
TCP10L	33954725	C21orf59	33975471
TIMM23	51606988	BMS1P4	75473090
UQCRC2	21974081	RP5-857K21.11	570113
ZNF343	2489777	SNRPB	2446881
ZNF580	56153390	RP5-857K21.11	570104
ZNF828	115086707	LILRA5	54818522
AD_1	10404	DDX21	70719561
ADSL	40762502	SGSM3	40796700
AK000470	3820040	LOC389906	3735575
ANKRD36BP2	89104922	ANKRD36B	98122640
APOC1P1	45430289	APOC1	45419433
APOLD1	12943082	TPRKB	73959410
ARPC4	9845697	TTLL3	9852305
BPTF	65822453	AMZ2	66246329
BSCL2	62474796	HNRNPUL2	62482972
C15orf57	40857251	CBX3	26241323
CASP2	143003655	RPL30	99053962
CCDC144B	18528929	PRPSAP2	18769114
CCDC144B	18506917	PRPSAP2	18768782
CDC42	22400712	CLEC2D	9847356
CEBPZ	37428869	NAIF1	130824297
CISD1	60047581	CCT5	10265111
CLEC2D	9847356	PGPEP1	18476295
CR1	207814712	CLEC2D	9845711
DENND4B	153901994	STK4	43706800
DENND5B	31537909	CTSZ	57572808
DGKA	56345407	STARD4	110835257
DLEU2L	64014803	DLEU2	50642299
EEF1DP3	32530478	TLK1	171884849
ESD	47345403	TNRC6B	40719780
FAM126B	201843219	ATP5I	666233
FARSB	223507724	TRIM61	165890630
FLJ39739	147931903	BC023516	149291203
FLJ39739	147931903	BC065231	145004780
FLOT1	30695613	PDE7B	136516589
FRG1B	29614261	LOC100132352	68726979
GBP6	89851710	ARCN1	118473629
GNG5	84967653	CTBS	85028940
HLA-A	29913646	CDK11A,CDK11B	1571099
HLA-B	31324449	MLL	118354897
HLA-C	31239912	LUC7L	238969
HLA-DPB1	33048711	HLA-DQB2	32723874
HLA-DPB1	33048711	HLA-DRB1,HLA-DRB5	32546546
HLA-DQB1	32634465	HLA-DPB1	33048448
HLA-DQB2	32731329	HLA-DRB1,HLA-DRB6	32522466
ITCH	33095717	DYNLRB1	33114077
KHDC1	73952253	C6orf147	74001721
KIAA2018	113368383	RPL35A	197682669
KLRK1	10541474	KLRC4	10560235
LDLRAP1	25894479	C22orf45	24825667
LOC100128003	2120767	NR1H3	47283565
LOC100132352	68743229	FRG1B	29628226
LOC100233209	47610225	ACACA	35441926
LOC100286793	143744586	BC023516	149291203
LOC100286793	143744586	BC065231	145004780
LOC644961	27652880	ACTG1	79477135
LOC728855	149576699	BC065231	145004780
LRP2	169984039	EIF3E	109247227
LYZ	69747475	C15orf28	69097084
MDM4	204524304	UTP6	30195065
METTL7A	51324509	TRMT2B	100265696
MITD1	99786013	SULT1C2	108915025
MROH9	170936237	RP1-45C12.1	171137242
MRPS28	80915415	TPD52	80954855
NACA	57108471	PRIM1	57127931
NCOR1	15933514	KLHL2	166243184
NHP2L1	42084912	LLPH	66516848
NPIP	15044112	PDXDC2P	70011486
NUSAP1	41663725	ZNF445	44499736
OTUD7A	31947299	ST7OT4	116599207
PDXDC2P	70099850	LOC100132247	22535140
PDXDC2P	70099850	LOC613037	30234349
PDXDC2P	70099850	NPIPL3	29497000
PEX26	18572497	WDR55	140049641
PFDN5	53693224	KHDRBS3	136659481
PHF11	50100523	C15orf51	100330592
PLA2G10	14782128	RUNDC2C	29376380
PMS2P3	75145043	PRKRIP1	102038067
PPIL5	50069186	ZNF738	21564317
PRH1-PRR4	11001005	ENSG00000212127	11126253
PRKCSH	11561461	GINS1	25427818
PRR13	53837557	PCBP2	53848510
RABGGTA	24740516	DHRS1	24761404
RIMKLA	42883542	C5AR1	47824802
RPL30	99053948	PABPC1	101715382
RPL31P11	161654609	RPL31	101622857
RPL41	56511292	PTMA	232576606
RPL41	56510430	RBFOX2	36236239
RPS15A	18796145	LMX1B	129460297
RPS16	39924315	CRELD1	9975596
RPS24	79800450	HDAC9	19036914
RRM2	10269281	C2orf48	10281981
RUNDC2C	29376379	PLA2G10	14766404
SEPT7P2	45808616	CO9	55840871
SLC11A2	51373841	MCM3	52130873
SNX27	151669151	LOC678655	6559507
SSU72	1477060	ZFP14	36827167
SUPT16H	21852241	RFWD3	74655582
TAGLN2	159887910	RRP15	218506204
TAS2R20	11148924	PRR4,PRH1	11199619
TCL6	96137824	TCL1B	96157073
TCP10L	33954725	C21orf59	33975471
TCRBV17S1A1T	142327043	TCRVB	142495152
TCRBV1S1A1N1	142240021	TCRVB	142494532
TCRBV5S1A1T	142021361	TCRVB	142494245
TCRBV6S3A1N1T	142139814	TCRVB	142494045
TFDP2	141664015	ZNF721	434500
TIMM23	51606988	BMS1P4	75473090
TNFAIP8L2	151129198	SCNM1	151138947
TPRKB	73961556	PARP14	122448308
TPRKB	73961556	ZNF273	64390271
UPK3B	76156995	PMS2P1	99926459
UQCRQ	132203400	LEAP2	132209642
WDR55	140049641	HECA	139499736
WHAMML1	23196291	LOC100288615	32820733
WHAMM	83502537	RRN3P1	21808338
X04930	142494028	TCRVB	142498724
YIPF6	67752435	IRAK1	153275967
ZNF18	11898875	TPRKB	73959412
ZNF91	23541232	TFDP2	141667380
ACTG1	79477282	MLF1	158323286
ARID5B	63851037	ATP13A3	194126845
B3GAT3	62389646	GANAB	62392297
B3GAT3	62387969	GANAB	62394825
CAPRIN1	34121729	ZNF84	133639362
CAPRIN2	30873849	ANLN	36447345
CLCC1	109473386	PSPH	56079562
COPS3	17163788	IPCEF1	154476672
CTSC	88056115	NETO2	47143394
DCAF11	24593287	RTN4	55200033
HNRNPUL2	62494856	C11orf49	47008758
HNRNPUL2	62494091	C11orf49	47008759
KIAA1267	44270165	ARL17A	44630121
KIAA1267	44270165	ARL17B	44412267
NAIP	70282272	OCLN	68830520
OTUD4	146061103	ANAPC10	145985844
OTUD6B	92097062	LRRC69	92114447
OTUD7A	31947299	ST7OT4	116599207
RPS6KB1	57970685	VMP1	57915655
RPS6KB1	57970686	VMP1	57915656
SLC35A3	100480976	HIAT1	100515465
SLC35A3	100480976	HIAT1	100515465
SNRPE	203831327	TMEM174	72469487
SRGAP2P2	143916307	SRGAP2	121107151
SRPK1	35801747	SCML1	17764161
ST8SIA4	100147022	SGK1	134490611
TPRKB	73961556	ZNF273	64390271
VAMP1	6574056	CD27-AS1	6557923
ZNF18	11898875	TPRKB	73959412
ZNF264	57733904	PLCXD1	217224
ABCC2	101554225	RPP14	58304613
ARID5B	63851037	ATP13A3	194126845
B3GAT3	62389646	GANAB	62392297
B3GAT3	62387969	GANAB	62394825
B3GAT3	62387969	GANAB	62394825
B3GAT3	62387968	GANAB	62394824
BC073801	144598779	NBPF24	146032541
BRIP1	59757862	GARS	30634327
C11orf49	47008759	HNRNPUL2	62494091
C11orf49	47008758	HNRNPUL2	62494090
C1RL-AS1	7273221	CLSTN3	7285620
CAPRIN1	34121729	ZNF84	133639362
CCDC11	47788589	MBD1	47799047
CD55	207513852	ZSCAN22	58852149
CECR7	17525889	AK302545	18721396
CEP57L1	109416778	LOC100128338	144827923
CEP89	33450963	PEPD	33877854
CEP89	33450806	PEPD	33878987
CEP89	33450805	PEPD	33878986
COPS3	17163788	IPCEF1	154476672
DDX21	70733395	TM4SF18	149036491
EIF4A1	7480392	TM4SF18	149036491
ERI2	20814992	ZNF737	20721147
FLOT2	27207170	ARIH2	48999045
GPR37L1	202098158	FAM120AOS	96212761
HNRNPUL2	62494856	C11orf49	47008758
HNRNPUL2	62494091	C11orf49	47008759
JUB	23442334	MCM3	52130873
KIAA1267	44270165	ARL17A	44630121
KIAA1267	44270165	ARL17B	44412267
LINC00536	116991999	GSDMD	144642138
MAPK1IP1L	55536763	SLC25A32	104412484
MBD1	47799047	CCDC11	47788589
MGC2752	59097722	RPL23AP82	51227177
NAIP	70282272	OCLN	68830520
NBPF15	148558286	LIMD1	45721826
NUP43	150048170	GLE1	131271165
OTUD4	146061103	ANAPC10	145985844
OTUD7A	31947299	ST7OT4	116599207
PRIM1	57135219	HIF3A	46844482
RAD51B	68684896	EFNA1	155106246
RFWD3	74695349	MIS12	5393332
RHOD	66824504	DLG2	83276690
RPL23	37009973	RP1-278E11.3	39926354
RPS6KB1	57970685	VMP1	57915655
RPS6KB1	57970686	VMP1	57915656
RRM2	10269281	C2orf48	10281981
RRM2	10269281	C2orf48	10281981
RUFY2	70105807	C8orf4	40012317
SEPT7P2	45808616	CO9	55840871
SLC29A1	44200165	HSP90AB1	44216367
SNRPE	203831327	TMEM174	72469487
SRGAP2P2	143916307	SRGAP2	206557368
SRPK1	35801747	SCML1	17764161
TCF25	89977659	MC1R	89978904
TEX36	127356153	ALDOA	30078984
TM4SF18	149036491	EIF4A2	186503791
TMEM33	41960076	NCRNA00183	73164497
TMEM49	57915656	RPS6KB1	57970686
TPRKB	73961556	ZNF273	64390271
TRUB1	116736515	TAOK1	27870506
ZNF18	11898875	TPRKB	73959412
ZNF264	57733904	PLCXD1	217224
ADCK4	41197496	NUMBL	41192899
AK295707	20319996	USP32P2	18414575
B3GAT3	62389646	GANAB	62392297
B3GAT3	62387969	GANAB	62394825
C1RL-AS1	7273221	CLSTN3	7285620
CECR7	17518233	AK302545	18721396
CPNE7	89655215	CPNE4	131253576
DPM2	130698832	PIP5KL1	130690762
GNB1	1822259	NADK	1696885
HERC2	28567294	HERC2P3	20588367
HIATL1	97200809	LOC100132077	97101117
HIATL2	99775861	LOC100132077	97101117
HNRNPUL2	62494856	C11orf49	47008758
HNRNPUL2	62494091	C11orf49	47073939
NCKIPSD	48715997	CELSR3	48694781
POLA2	65063461	CDC42EP2	65088015
RPS6KB1	57970685	VMP1	57915655
RPS6KB1	57970686	VMP1	57915656
RRM2	10269281	C2orf48	10281982
SEPT7P2	45808616	CO9	55840871
SMG5	156219358	PAQR6	156216545
SRGAP2P2	143916307	SRGAP2	206557368
TCF25	89977656	MC1R	89978901
WHSC1L1	38239789	FGFR1	38268655
WHSC1L1	38221417	FGFR1	38315052
B3GAT3	62389646	GANAB	62392297
B3GAT3	62387969	GANAB	62394825
B3GAT3	62387968	GANAB	62394824
BC073801	144598779	NBPF24	146032541
CEP89	33462868	PEPD	33877854
CEP89	33450806	PEPD	33878987
CEP89	33450805	PEPD	33878986
DDX21	70733395	TM4SF18	149036491
EIF4A1	7480392	TM4SF18	149036491
HNRNPUL2	62494856	C11orf49	47008758
HNRNPUL2	62494091	C11orf49	47159196
JUB	23442334	MCM3	52130873
MAPK1IP1L	55536763	SLC25A32	104412484
PKM2	72501039	TM4SF18	149036491
POLA2	65063461	CDC42EP2	65088015
PRH1-PRR4	11001005	ENSG00000212127	11126253
PSPH	56119267	CO9	55840871
RPS6KB1	57970685	VMP1	57915655
RPS6KB1	57970686	VMP1	57915656
S100A4	153516109	DDX5	62494463
SEPT7P2	45808616	CO9	55840871
SIAE	124506422	GATC,GATC	120899829
SLC12A3	56949617	NCRNA00188	16345320
SLC25A11	4840805	UTRN	144898315
SLC29A1	44200165	HSP90AB1	44216367
SRGAP2P2	143916307	SRGAP2	206557368
TM4SF18	149036491	EIF4A2	186507255
TMEM49	57915656	RPS6KB1	57970686
TSKU	76494447	EED	85955863
VAMP1	6574056	CD27-AS1	6557923
VKORC1	31104633	HOMER3	19050081
VMP1	57915655	RPS6KB1	57970685
WHSC1L1	38239789	FGFR1	38280850
WHSC1L1	38239317	FGFR1	38315052
WHSC1L1	38239317	FGFR1	38315052
WHSC1L1	38239316	FGFR1	38315051
ZCCHC24	81144594	MYL6	56555349
AAAS	53701252	TEX15	30705878
AK000470	3820040	LOC389906	3735575
AK097803	3799883	AK000470	3809488
AP3D1	2101456	NSUN2	6607323
ARID5B	63851037	ATP13A3	194126845
B3GAT3	62383978	C8orf80	27880583
B3GAT3	62389646	GANAB	62392297
B3GAT3	62387969	GANAB	62394825
B3GAT3	62387969	GANAB	62394825
B3GAT3	62387968	GANAB	62394824
BC073801	144598779	NBPF24	146032541
BC110832,LOC728855	149576699	BC023516	149291203
BRIP1	59757862	GARS	30634327
C11orf49	47008759	HNRNPUL2	62494091
C11orf49	47008758	HNRNPUL2	62494090
C12orf57	7055153	TTL	113289254
C15orf57	40857251	CBX3	26241323
C15orf57	40854180	CBX3	26241387
CCDC11	47788589	MBD1	47799047
CCDC123	33450806	PEPD	33878987
CD55	207513852	ZSCAN22	58852149
CDKN2A	21993880	CDKN2B-AS1	22006245
CEP57L1	109416778	LOC100128338	144827923
CEP89	33462868	PEPD	33877854
CEP89	33450806	PEPD	33878987
CEP89	33450805	PEPD	33878986
CLCC1	109473386	PSPH	56079562
CMIP	81744321	RNF181	85823991
CPM	69248839	COX5B	98263530
DDX21	70733395	TM4SF18	149036491
DHRS1	24761402	RABGGTA	24740514
EIF4A1	7480392	TM4SF18	149036491
ENSG00000147889	21994714	CDKN2B-AS1	22006245
ERI2	20814992	ZNF737	20721147
FAM60A	31435553	MCM4	48880045
FLJ39739	147931979	BC023516	149291203
FLOT2	27207170	ARIH2	48999045
GNB1	1822259	NADK	1696885
GPR37L1	202098158	FAM120AOS	96212761
HIATL1	97200809	LOC100132077	97101117
HIATL2	99775861	LOC100132077	97101117
HNRNPUL2	62494856	C11orf49	47008758
HNRNPUL2	62494091	C11orf49	47159196
JUB	23442334	MCM3	52130873
LARP4B	977368	CCDC57	80092070
LARP4B	977367	CCDC57	80086472
LINC00536	116991999	GSDMD	144642138
LOC100286793	143744586	BC023516	149291203
LOC645513	120381981	CO9	55840871
LOC728855	144340772	BC023516	149291203
MBD1	47799047	CCDC11	47788589
MGC2752	59097722	RPL23AP82	51227177
NADK	1696885	GNB1	1822259
NADK	1696884	GNB1	1822258
NBPF15	148558286	LIMD1	45721826
NCOR1	16118676	CARD6	40854717
NPAS3	34029336	PPP2R4	131904724
NUP43	150048170	GLE1	131271165
OTUD4	146061103	ANAPC10	145985844
PEX14	10690043	TAPT1-AS1	16258186
PILRB	99936511	STAG3	99811629
PKM	72491972	RPS14	149829306
POLA2	65063461	CDC42EP2	65088015
PRDX1	45984726	GIN1	102422710
PRDX5	64087206	HAUS3	2231334
PRH1-PRR4	11001005	ENSG00000212127	11126253
PSPH	56119267	CO9	55840871
RFWD3	74695349	MIS12	5393332
RHOD	66824504	DLG2	83276690
RPS6KB1	57970685	VMP1	57915655
RPS6KB1	57970686	VMP1	57915656
S100A4	153516109	DDX5	62494463
SEPT7P2	45808616	CO9	55840871
SERPINB6	2959576	EIF3B	2395005
SF3A2	2247868	AMH	2250336
SIAE	124506422	GATC,GATC	120899829
SLC12A3	56949617	NCRNA00188	16345320
SLC25A11	4840805	UTRN	144898315
SRGAP2B	144014093	SRGAP2	206566064
SRGAP2P2	143916307	SRGAP2	206557368
TAS2R20	11148924	PRR4,PRH1	11199619
TBC1D9	141677314	PIGO	35096575
TCF25	89977659	MC1R	89978904
TM4SF18	149036491	EIF4A2	186503791
TMEM49	57915656	RPS6KB1	57970686
TSKU	76494447	EED	85955863
UBC	125396482	UBA52	18682671
USMG5	105156175	ARHGEF4	131803139
VAMP1	6574056	CD27-AS1	6557923
VMP1	57915655	RPS6KB1	57970685
WDSUB1	160143235	BAZ2B	160175489
WDSUB1	160143094	BAZ2B	160194283
WDSUB1	160143093	BAZ2B	160194282
WHSC1L1	38239789	FGFR1	38280850
WHSC1L1	38239317	FGFR1	38315052
WHSC1L1	38221417	FGFR1	38318773
WHSC1L1	38239316	FGFR1	38315051
ZCCHC24	81144594	MYL6	56555349
ZNF18	11898875	TPRKB	73959412
ZSWIM7	15881014	CSF2RA	1387772
ANAPC16	73975896	HOOK3	42875968
AP3D1	2101456	NSUN2	6607323
B3GAT3	62387969	GANAB	62394825
CAPRIN2	30873849	ANLN	36447345
COX4NB	85832710	PRPF4	116038833
DCAF11	24593285	RTN4	55200035
GLRX3	131977684	C2orf3	75890982
GSTP1	67352664	GSN	124089586
LRP8	53715138	ACTG1	79477295
RBM23	23370597	FLJ44635	71364341
RFWD3	74695349	MIS12	5393332
ACTB	5567662	DTX2	76109916
AMICA1	118083774	WBSCR22	73105295
AP3B2	83378447	GNB2L1	180670706
BLVRB	40953877	RNF123	49737986
CDH16	66945126	EEF1A1	74228196
CNNM3	97482912	SCARNA7	160232743
CORO1C	109041169	PPIA	44841082
CS	56666290	DTX2	76109916
CSK	75094060	GABBR2	101065573
DLG4	7120832	ACTB	5568204
DNAH1	52380778	RMRP	35657769
ECEL1	233346291	RMRP	35657881
EIF4B	53416337	GABBR2	101065573
ENO1	8925510	UBE4A	118257240
F11R	160967150	MTRNR2L2	79946320
FAM159B	63986335	EEF1A1	74228478
FAM159B	63986335	MTRNR2L2	79946320
FAM159B	63986334	RMRP	35657753
FTL	49468859	ZBTB5	37439266
FURIN	91425801	NF1	29541518
GAPDH	6646980	PLCD1	38061843
LGALS1	38075737	NCRNA00094	136892961
MALAT1	65269139	GPR12	27329737
MTRNR2L2	79946320	PTCH1	98209597
MTRNR2L8	10529466	AKAP8	15484825
MTRNR2L8	10530456	FAM159B	63986335
MTRNR2L8	10530456	MRFAP1L1	6711390
MTRNR2L8	10530458	PHACTR2	144146050
MYO10	16758258	ACTB	5567487
NAA38	117836904	RNF183	116060330
NDUFS5	39500127	FGF6	4554397
NET1	5498671	LRAT	155665934
NFATC1	77170759	CCT7	73480100
NFATC1	77170759	COMT	19950274
NRL	24551963	HIST1H2BG	26216632
OTUB1	63753733	RMRP	35657814
PCBP2	53854927	C20orf112	31041564
PHLDB1	118498424	PGK1	77380473
PRDX1	45976805	ZNF555	2852593
PRDX6	173455519	VWA5A	123994498
PRMT1	50189430	LOC100130954	138477849
RBMS2	56986844	NAA38	117836904
RFWD3	74695349	MIS12	5393332
RNF123	49737986	EEF1A1	74229214
RPPH1	20811244	AEBP1	44148516
RPPH1	20811241	KLF2	16436193
SCARNA2	109643049	CPLX1	780253
SCARNA7	160232751	DTX2	76109916
SNORD97	10823026	HIF3A	46812427
SORBS2	186570799	MTRNR2L2	79946595
SV2A	149878309	ATP5B	57033892
TGFB1	41838068	RMRP	35657752
TINAGL1	32053039	NAA38	117836904
TLCD2	1609959	NAA38	117836904
TMEM201	9662451	RPPH1	20811241
UBB	16285978	FAM159B	63986335
UBE4A	118257240	HSPA8	122930896
VWA5A	123994498	CALR	13051172
VWA5A	123994498	EEF1A1	74227515
VWA5A	123994498	GAPDH	6646770
VWA5A	123994498	NDUFA7	8376374
ZNF366	71739936	COX7B	77158229
ACSM3,ACSM3	20792036	MRO	48322185
ARPC4	9845697	TTLL3	9852305
BAG6	31620169	SLC44A4	31830969
BAG6	31619433	SLC44A4	31833561
BCR	23632599	ABL1	133729450
BCR	23632600	ABL1	133729451
BCR	23632599	ABL1	133655755
RP11-732M18.3	158703294	TULP4	158735299
ILK	6629830	TAF10	6632682
KIAA1267	44270165	ARL17A	44429830
LOC100133091	76180838	POM121	72361165
LOC100505679	84842908	CSPG4	75966662
LOC541471	112252691	ANAPC1	112525213
NUP214	134074401	XKR3	17264305
TPTE	10987877	MLL3	151902191
XKR3	17300237	NUP214	134074583
AK000470	3781614	AK097803	3782438
ARPC4	9845697	TTLL3	9852305
BAG6	31620169	SLC44A4	31830969
BAG6	31619433	SLC44A4	31833561
BCR	23632599	ABL1	133729450
BCR	23632600	ABL1	133729451
RP11-732M18.3	158733082	TULP4	158735299
GPC6	94023407	FAM155A	108500972
IMMP2L	111202346	DOCK4	111366163
IMMP2L	111127293	DOCK4	111409732
LOC100133091	76180838	POM121	72361165
LOC541471	112252691	ANAPC1	112525213
RFWD3	74695349	MIS12	5393332
SRGAP2P2	143916307	SRGAP2	206557368
TPTE	10987877	MLL3	151902191
XKR3	17288972	NUP214	134074401
ACSM3,ACSM3	20792036	MRO	48322185
AHRR	304335	SDHAP3	1589336
ARPC4	9845697	TTLL3	9852305
BAG6	31620476	SLC44A4	31830969
BAG6	31619433	SLC44A4	31833561
BCR	23632599	ABL1	133729450
BCR	23632600	ABL1	133729451
BRIP1	59757862	GARS	30634327
C10orf76	103815931	KCNIP2	103585730
CHEK2P2	20488226	LOC442028	95534429
CIITA	11018233	WDR60	158698680
HERC2	28567294	HERC2P3	20588367
IMMP2L	111202346	DOCK4	111366163
IMMP2L	111127294	DOCK4	111409733
KCNIP2	103588956	C10orf76	103799770
KIAA1267	44270165	ARL17A	44630121
KIAA1267	44270165	ARL17B	44412267
LDLRAP1	25894479	C22orf45	24825667
LOC100505679	84850984	CSPG4	75966662
LOC541471	112252691	ANAPC1	112525213
METTL7A	51324509	FAM157A	197894547
METTL7A	51324509	FAM157B	141121358
MGC57346	43714511	EIF2B5	183857868
NUP214	134074401	XKR3	17264305
PI4KA	21088870	HIC2	21797146
PI4KAP1	20398693	PI4KAP2	21827286
PIK3CD	9788098	PILRB	99952766
RNF144A	7183278	PPIL2	22040774
RRM2	10269281	C2orf48	10281981
SEC31B	102276717	NDUFB8	102286156
TIMM23B,TIMM23	51387762	AGAP8	51224687
TPTE	10987877	MLL3	151902191
TRAPPC8	29497630	UQCRQ	132203814
ZNF343	2473564	SNRPB	2442280
AGAP5,BMS1P4	75490271	AGAP4	46321049
AGAP5,BMS1P4	75490271	AGAP8	51224687
AP3D1	2101456	NSUN2	6607323
ARPC4	9845697	TTLL3	9852305
BAG6	31620476	SLC44A4	31830969
BAG6	31619433	SLC44A4	31833561
BCR	23632599	ABL1	133729450
BCR	23632600	ABL1	133729451
BRIP1	59757862	GARS	30634327
C10orf76	103815931	KCNIP2	103585730
C17orf99	76160445	SYNGR2	76166898
CCDC144NL	20799452	NCOR1P1	26084051
CCNL2	1323445	GTPBP1	39128746
CHEK2P2	20488226	LOC442028	95534429
CIITA	11018233	WDR60	158698680
CIRBP	1274439	C19orf24	1277182
CYP1A2	75048641	PILRB	99951635
ERCC1	45917292	VSIG1	107321080
FBXO10	37541771	TOMM5	37588808
FLJ00285	15229269	NPIP,FLJ00322	15021063
FLJ00285	15229269	PKD1P1	16419714
HERC2	28567294	HERC2P3	20588367
HIC2	21797145	PI4KA	21061978
IMMP2L	111202346	DOCK4	111366163
IMMP2L	111127294	DOCK4	111409733
KCNIP2	103588956	C10orf76	103799770
KIAA1267	44270165	ARL17A	44630121
KIAA1267	44270165	ARL17B,ARL17A	44412267
LDLRAP1	25894473	MYEOV	69063969
LOC100133091	76180838	POM121	72361165
LOC100505679	84850984	CSPG4	75966662
LOC441204	26443137	WRN	30921805
METTL7A	51324509	FAM157A	197894547
METTL7A	51324509	FAM157B	141121358
MSH5	31730347	C6orf26	31731192
NASP	46056941	NOS3	150700398
NDUFS3	47602536	ZNF320	53383597
NUP214	134074401	XKR3	17264305
PI4KA	21088870	HIC2	21797146
PI4KAP1	20398693	PI4KA	21061978
PI4KAP1	20398693	PI4KAP2	21827286
PIK3CD	9788098	PILRB	99952766
PPT2	32130399	EGFL8	32133915
RFWD3	74695349	MIS12	5393332
RRM2	10269281	C2orf48	10281981
SEC31B	102276717	NDUFB8	102286156
SMCHD1	2796519	CRTC1	18891524
TIMM23B,TIMM23	51387762	AGAP8	51224687
TLK2	60637486	AX747598	90195030
TLK2	60637486	FAM157A	197907625
TLK2	60637486	LOC100288069	700244
TLK2	60637486	LOC731275	243219615
TPTE	10987877	MLL3	151902191
UBE2Q2	76183354	GOLGA8A	34671269
UBE2Q2	76183354	GOLGA8B	34817483
UPK3B	76157198	POLR2J2	102277194
UPK3B	76157198	UPK3BL,POLR2J3	102178365
XKR3	17288973	NUP214	134074402
XPO1	61761038	PPID	159630559
ARPC4	9845697	TTLL3	9852305
BAG6	31620169	SLC44A4	31830969
BAG6	31619433	SLC44A4	31833561
BCR	23632599	ABL1	133729450
BCR	23632600	ABL1	133729451
C10orf76	103815931	KCNIP2	103585730
HERC2	28567294	HERC2P3	20588367
METTL7A	51324509	FAM157A	197894547
METTL7A	51324509	FAM157B	141121358
PI4KA	21088870	HIC2	21797146
RRM2	10269281	C2orf48	10281981
TLK2	60637486	FAM157A	197907625
TLK2	60637486	LOC100288069	700244
TLK2	60637486	LOC731275	243219615
ARPC4	9845697	TTLL3	9852305
BCR	23632599	ABL1	133729450
BCR	23632600	ABL1	133729451
ARPC4	9845697	TTLL3	9852305
BAG6	31620169	SLC44A4	31830969
BCR	23632599	ABL1	133729450
BCR	23632600	ABL1	133729451
C10orf76	103815931	KCNIP2	103585730
HERC2	28567294	HERC2P3	20588367
KCNIP2	103588956	C10orf76	103799770
KIAA1267	44270165	ARL17A	44647769
KIAA1267	44270165	ARL17B,ARL17A	44429830
NUP214	134074401	XKR3	17264305
PDXDC2P	70099850	LOC100132247	21848005
RRM2	10269281	C2orf48	10281981
TLK2	60637486	FAM157A	197907625
TLK2	60637486	LOC731275	243219615
ARPC4	9845697	TTLL3	9852305
BAG6	31620169	SLC44A4	31830969
BAG6	31619433	SLC44A4	31833561
BCR	23632599	ABL1	133729450
BCR	23632600	ABL1	133729451
BRIP1	59757862	GARS	30634327
C10orf76	103815931	KCNIP2	103585730
C15orf26	81436161	IL16	81517640
CCDC144NL	20799452	NCOR1P1	26084051
FBXO10	37541771	TOMM5	37588808
HERC2	28567294	HERC2P3	20588367
